incident_id,timestamp,stadium_id,zone_id,incident_type,severity,description,reported_by,ai_detected,ai_confidence,assigned_team,response_time_minutes,resolution_time_minutes,status
947,2026-04-08T03:32:00,2,30,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,Crowd Control Team 1,9,33,Verified
948,2026-04-02T18:05:00,1,14,Weather,Medium,Reported weather event details logged by staff,Gate Supervisor,True,0.91,Guest Services Team,16,98,Closed
949,2026-04-06T16:24:00,2,20,Security,High,Tailgating at outer perimeter,Steward #1402,False,0.0,First Aid Squad A,6,68,Responding
950,2026-04-05T02:26:00,1,3,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Spectator App,False,0.0,Security Patrol Beta,19,113,Closed
951,2026-04-06T10:19:00,1,8,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,False,0.0,Security Patrol Beta,22,82,Reported
952,2026-04-02T01:43:00,3,34,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Sensor Node AI,True,0.85,First Aid Squad A,6,52,Responding
953,2026-04-06T21:23:00,1,14,Facility,Critical,Floodlight panel flickering,Sensor Node AI,False,0.0,Security Patrol Beta,9,19,Reported
954,2026-04-03T20:46:00,1,1,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.95,Security Patrol Beta,25,65,Monitoring
955,2026-04-02T20:53:00,2,28,Medical,Medium,Dehydration in stand,Spectator App,True,0.81,Fire Dispatch,24,69,Resolved
956,2026-04-02T13:49:00,1,14,Suspicious Activity,Critical,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,Fire Dispatch,7,45,Reported
957,2026-04-03T05:31:00,2,21,Missing Person,Critical,Reported missing person event details logged by staff,Steward #1402,False,0.0,Guest Services Team,4,25,Resolved
958,2026-04-04T11:13:00,1,2,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Gate Supervisor,False,0.0,Crowd Control Team 1,13,42,Responding
959,2026-04-06T08:48:00,3,39,Facility,Low,Water pipe leak in washroom B,Sensor Node AI,False,0.0,Fire Dispatch,24,24,Verified
960,2026-04-07T15:21:00,2,19,Ticket Fraud,Low,Reported ticket fraud event details logged by staff,Steward #1402,True,0.86,First Aid Squad A,16,84,Closed
961,2026-04-05T08:49:00,1,10,Medical,Medium,Dehydration in stand,Sensor Node AI,True,0.92,Security Patrol Beta,30,110,Responding
962,2026-04-06T18:03:00,2,19,Medical,Low,Visitor complaining of chest pain,Spectator App,False,0.0,Guest Services Team,27,108,Assigned
963,2026-04-05T05:15:00,2,24,Medical,Low,Dehydration in stand,Gate Supervisor,False,0.0,Crowd Control Team 1,14,109,Assigned
964,2026-04-05T03:47:00,3,37,Security,Low,Verbal alteration between fans,CCTV Video Analytics,False,0.0,First Aid Squad A,23,57,Assigned
965,2026-04-03T14:47:00,2,18,Facility,Low,HVAC failure in West box,CCTV Video Analytics,True,0.87,Fire Dispatch,28,33,Assigned
966,2026-04-05T04:25:00,1,6,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,11,40,Responding
967,2026-04-03T13:19:00,1,4,Crowd,High,Stairwell bottlenecks developing,Sensor Node AI,False,0.0,Maintenance Crew Red,7,71,Monitoring
968,2026-04-02T16:21:00,3,33,Crowd,Low,Stairwell bottlenecks developing,Gate Supervisor,False,0.0,Crowd Control Team 1,23,111,Verified
969,2026-04-05T19:55:00,2,30,Security,Low,Unauthorized restricted zone access,Gate Supervisor,False,0.0,Security Patrol Beta,13,92,Monitoring
970,2026-04-03T07:12:00,2,28,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,25,116,Responding
971,2026-04-08T07:38:00,2,22,Fire,Medium,Trash bin smoldering,Sensor Node AI,False,0.0,Security Patrol Beta,26,22,Assigned
972,2026-04-06T00:22:00,1,1,Weather,Low,Reported weather event details logged by staff,Gate Supervisor,True,0.72,Guest Services Team,28,56,Reported
973,2026-04-08T03:43:00,1,10,Crowd,Low,Congestion near turnstiles,Spectator App,False,0.0,Guest Services Team,21,109,Reported
974,2026-04-06T14:09:00,1,14,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,Maintenance Crew Red,27,50,Closed
975,2026-04-08T09:50:00,3,34,Medical,Critical,Heat exhaustion reported,Spectator App,False,0.0,Maintenance Crew Red,7,16,Reported
976,2026-04-05T13:05:00,2,23,Fire,Low,Smoke detected near food court kitchen,Steward #1402,True,0.93,Fire Dispatch,14,21,Resolved
977,2026-04-07T04:37:00,1,13,Missing Person,Low,Reported missing person event details logged by staff,Spectator App,False,0.0,Maintenance Crew Red,24,64,Monitoring
978,2026-04-05T20:28:00,1,14,Fire,Low,Smoke detected near food court kitchen,Steward #1402,False,0.0,Guest Services Team,14,31,Reported
979,2026-04-04T10:58:00,1,7,Weather,Low,Reported weather event details logged by staff,CCTV Video Analytics,False,0.0,Crowd Control Team 1,7,105,Reported
980,2026-04-06T00:45:00,3,35,Missing Person,Low,Reported missing person event details logged by staff,Sensor Node AI,True,0.94,Fire Dispatch,11,17,Verified
981,2026-04-04T04:05:00,3,36,Security,Low,Tailgating at outer perimeter,CCTV Video Analytics,False,0.0,Maintenance Crew Red,16,93,Verified
982,2026-04-06T03:28:00,3,40,Suspicious Activity,Medium,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,First Aid Squad A,21,36,Verified
983,2026-04-06T04:03:00,1,4,Missing Person,Medium,Reported missing person event details logged by staff,Spectator App,True,0.8,Guest Services Team,17,72,Verified
984,2026-04-07T20:06:00,3,40,Weather,Medium,Reported weather event details logged by staff,CCTV Video Analytics,True,0.92,Maintenance Crew Red,8,83,Verified
985,2026-04-05T01:32:00,1,4,Crowd,Medium,Slow moving crowd blockages,Gate Supervisor,True,0.81,Crowd Control Team 1,24,50,Reported
986,2026-04-03T05:41:00,2,19,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,Guest Services Team,17,54,Verified
987,2026-04-06T16:49:00,1,3,Fire,Low,Trash bin smoldering,Spectator App,True,0.71,Fire Dispatch,30,20,Assigned
988,2026-04-02T15:57:00,3,39,Crowd,Medium,Congestion near turnstiles,Sensor Node AI,False,0.0,Crowd Control Team 1,6,55,Assigned
989,2026-04-05T16:13:00,3,36,Fire,Medium,Small electrical spark in junction box,Steward #1402,True,0.86,Maintenance Crew Red,9,118,Assigned
990,2026-04-03T02:43:00,1,2,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Sensor Node AI,False,0.0,Fire Dispatch,14,53,Assigned
991,2026-04-07T07:22:00,2,24,Ticket Fraud,Medium,Reported ticket fraud event details logged by staff,CCTV Video Analytics,True,0.76,First Aid Squad A,19,34,Verified
992,2026-04-02T15:04:00,1,8,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,False,0.0,Guest Services Team,19,43,Assigned
993,2026-04-01T19:35:00,1,8,Crowd,Low,Stairwell bottlenecks developing,Spectator App,True,0.74,Maintenance Crew Red,9,83,Reported
994,2026-04-02T10:29:00,2,18,Crowd,Low,Congestion near turnstiles,Sensor Node AI,False,0.0,Fire Dispatch,5,67,Verified
995,2026-04-05T14:02:00,2,21,Security,Low,Verbal alteration between fans,Gate Supervisor,False,0.0,Fire Dispatch,7,103,Verified
996,2026-04-07T12:00:00,2,21,Suspicious Activity,Low,Reported suspicious activity event details logged by staff,Gate Supervisor,True,0.85,Crowd Control Team 1,8,40,Reported
997,2026-04-05T14:11:00,3,31,Facility,Low,Water pipe leak in washroom B,Sensor Node AI,True,0.71,Fire Dispatch,15,66,Reported
998,2026-04-02T11:54:00,2,30,Missing Person,High,Reported missing person event details logged by staff,Steward #1402,False,0.0,First Aid Squad A,7,68,Verified
999,2026-04-06T21:17:00,1,7,Crowd,Medium,Stairwell bottlenecks developing,Gate Supervisor,False,0.0,Crowd Control Team 1,6,16,Assigned
1000,2026-04-02T01:47:00,1,7,Fire,Medium,Heat alarm triggered in generator room,Sensor Node AI,False,0.0,First Aid Squad A,8,120,Assigned
