decision_id,title,category,severity,confidence,risk_score,evidence,predicted_impact,recommended_action,status,created_at
AI-DEC-332,AI Operational Optimization (FACILITY),facility,low,0.98,40,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-10T01:33:00
AI-DEC-333,Gate B Congestion Re-routing,crowd,low,0.84,18,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-24T05:37:00
AI-DEC-334,AI Operational Optimization (FACILITY),facility,high,0.82,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-05-01T06:57:00
AI-DEC-335,AI Operational Optimization (EMERGENCY),emergency,low,0.93,22,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-28T01:44:00
AI-DEC-336,AI Operational Optimization (EMERGENCY),emergency,high,0.9,64,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-07T11:01:00
AI-DEC-337,Gate B Congestion Re-routing,crowd,critical,0.75,51,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-29T05:52:00
AI-DEC-338,AI Operational Optimization (EMERGENCY),emergency,medium,0.78,33,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-06T11:31:00
AI-DEC-339,Gate B Congestion Re-routing,crowd,low,0.96,18,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-18T05:17:00
AI-DEC-340,Restricted Zone Entry Warning,security,low,0.82,16,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-02T11:28:00
AI-DEC-341,Restricted Zone Entry Warning,security,medium,0.89,39,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,rejected,2026-04-02T03:16:00
AI-DEC-342,Gate B Congestion Re-routing,crowd,low,0.82,34,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,rejected,2026-04-12T12:15:00
AI-DEC-343,AI Operational Optimization (FACILITY),facility,medium,0.84,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-04T12:20:00
AI-DEC-344,AI Operational Optimization (EMERGENCY),emergency,critical,0.87,72,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-16T06:25:00
AI-DEC-345,AI Operational Optimization (EMERGENCY),emergency,high,0.79,56,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-30T16:25:00
AI-DEC-346,Restricted Zone Entry Warning,security,low,0.83,20,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,pending,2026-04-17T03:20:00
AI-DEC-347,AI Operational Optimization (FACILITY),facility,low,0.97,16,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-28T13:55:00
AI-DEC-348,AI Operational Optimization (WEATHER),weather,medium,0.78,27,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-05-02T18:24:00
AI-DEC-349,AI Operational Optimization (WEATHER),weather,medium,0.81,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-21T10:31:00
AI-DEC-350,Gate B Congestion Re-routing,crowd,medium,0.78,40,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-12T05:05:00
AI-DEC-351,AI Operational Optimization (WEATHER),weather,low,0.93,21,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-16T23:38:00
AI-DEC-352,AI Operational Optimization (EMERGENCY),emergency,critical,0.89,53,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-30T13:06:00
AI-DEC-353,AI Operational Optimization (FACILITY),facility,low,0.98,26,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-08T22:28:00
AI-DEC-354,Gate B Congestion Re-routing,crowd,high,0.81,65,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,pending,2026-04-16T12:10:00
AI-DEC-355,Gate B Congestion Re-routing,crowd,medium,0.96,23,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-08T05:04:00
AI-DEC-356,Restricted Zone Entry Warning,security,medium,0.81,16,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-07T02:42:00
AI-DEC-357,AI Operational Optimization (WEATHER),weather,medium,0.82,20,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,executed,2026-04-22T11:12:00
AI-DEC-358,AI Operational Optimization (WEATHER),weather,medium,0.88,23,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-05-06T03:14:00
AI-DEC-359,AI Operational Optimization (EMERGENCY),emergency,low,0.98,14,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-15T10:30:00
AI-DEC-360,AI Operational Optimization (EMERGENCY),emergency,medium,0.77,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-05-02T11:16:00
AI-DEC-361,Gate B Congestion Re-routing,crowd,low,0.84,17,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-13T01:47:00
AI-DEC-362,AI Operational Optimization (FACILITY),facility,medium,0.81,21,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-27T15:04:00
AI-DEC-363,AI Operational Optimization (WEATHER),weather,medium,0.85,12,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,approved,2026-04-11T13:04:00
AI-DEC-364,AI Operational Optimization (FACILITY),facility,medium,0.96,19,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,rejected,2026-04-16T13:35:00
AI-DEC-365,Restricted Zone Entry Warning,security,medium,0.83,10,Thermal camera detection of individual in Restricted Zone 4 near Player Dressing Room corridor.,Unauthorized individual could access secure player areas within 2 minutes.,Deploy nearest security team to intercept and verify credentials.,approved,2026-04-19T08:10:00
AI-DEC-366,Gate B Congestion Re-routing,crowd,high,0.93,56,"Queue exceeding 800 people at Gate B, average wait is 18 minutes. Nearby Gate C is only 30% utilized.",Queue build-up will create secondary pressure on turnstiles and escalate safety risks in 15 minutes.,Redirect 20% of incoming attendees to Gate C using digital signs and push alerts.,executed,2026-04-21T05:28:00
AI-DEC-367,AI Operational Optimization (FACILITY),facility,low,0.84,38,Telemetry indicators suggest anomaly patterns in recent logs.,System efficiency could decline if no optimization actions are taken.,Verify facility configurations and deploy maintenance inspectors.,pending,2026-04-19T05:37:00
