assignment_id,staff_id,shift_id,zone_id,task_description,status
1375,1139,105,20,Perform Administration duties in assigned zone area.,Completed
1376,1076,127,18,Perform Medical duties in assigned zone area.,Scheduled
1377,878,121,38,Perform Crowd Control duties in assigned zone area.,Scheduled
1378,1035,125,40,Perform Guest Services duties in assigned zone area.,Completed
1379,105,143,13,Perform Facilities duties in assigned zone area.,Scheduled
1380,1409,220,7,Perform Guest Services duties in assigned zone area.,Completed
1381,862,143,40,Perform Administration duties in assigned zone area.,In Progress
1382,1451,166,36,Perform Security duties in assigned zone area.,Completed
1383,1330,242,5,Perform Facilities duties in assigned zone area.,In Progress
1384,1164,170,19,Perform Administration duties in assigned zone area.,In Progress
1385,1410,220,17,Perform Medical duties in assigned zone area.,Completed
1386,1450,142,21,Perform Medical duties in assigned zone area.,In Progress
1387,1122,163,38,Perform Medical duties in assigned zone area.,Completed
1388,1038,200,20,Perform Medical duties in assigned zone area.,Completed
1389,305,131,5,Perform Security duties in assigned zone area.,Completed
1390,1223,104,21,Perform Medical duties in assigned zone area.,In Progress
1391,496,239,19,Perform Medical duties in assigned zone area.,Completed
1392,349,232,37,Perform Facilities duties in assigned zone area.,In Progress
1393,399,183,22,Perform Medical duties in assigned zone area.,In Progress
1394,390,120,17,Perform Guest Services duties in assigned zone area.,In Progress
1395,1330,205,1,Perform Facilities duties in assigned zone area.,Completed
1396,318,237,7,Perform Medical duties in assigned zone area.,In Progress
1397,584,162,12,Perform Crowd Control duties in assigned zone area.,Scheduled
1398,358,121,14,Perform Facilities duties in assigned zone area.,In Progress
1399,246,187,28,Perform Medical duties in assigned zone area.,Completed
1400,22,244,29,Perform Crowd Control duties in assigned zone area.,In Progress
1401,562,144,7,Perform Crowd Control duties in assigned zone area.,Completed
1402,891,166,3,Perform Administration duties in assigned zone area.,Completed
1403,1194,192,40,Perform Crowd Control duties in assigned zone area.,Completed
1404,1377,132,21,Perform Medical duties in assigned zone area.,Completed
1405,347,237,35,Perform Administration duties in assigned zone area.,Completed
1406,413,189,8,Perform Administration duties in assigned zone area.,In Progress
1407,16,123,9,Perform Crowd Control duties in assigned zone area.,Completed
1408,497,169,9,Perform Facilities duties in assigned zone area.,Completed
1409,376,191,5,Perform Guest Services duties in assigned zone area.,Completed
1410,1439,207,24,Perform Crowd Control duties in assigned zone area.,Completed
1411,369,201,37,Perform Administration duties in assigned zone area.,In Progress
1412,402,133,23,Perform Administration duties in assigned zone area.,In Progress
1413,309,234,17,Perform Security duties in assigned zone area.,In Progress
1414,499,218,23,Perform Security duties in assigned zone area.,Completed
1415,661,245,30,Perform Guest Services duties in assigned zone area.,Completed
1416,170,132,1,Perform Administration duties in assigned zone area.,Completed
1417,1198,211,29,Perform Facilities duties in assigned zone area.,Completed
1418,866,154,28,Perform Medical duties in assigned zone area.,Completed
1419,372,219,26,Perform Crowd Control duties in assigned zone area.,Completed
1420,961,106,34,Perform Crowd Control duties in assigned zone area.,Completed
1421,1104,106,38,Perform Medical duties in assigned zone area.,In Progress
1422,762,134,17,Perform Facilities duties in assigned zone area.,In Progress
1423,752,121,12,Perform Administration duties in assigned zone area.,Completed
1424,156,171,11,Perform Facilities duties in assigned zone area.,In Progress
1425,1195,209,3,Perform Facilities duties in assigned zone area.,Scheduled
1426,305,126,34,Perform Security duties in assigned zone area.,In Progress
1427,120,201,26,Perform Guest Services duties in assigned zone area.,Completed
1428,1294,157,2,Perform Facilities duties in assigned zone area.,In Progress
1429,1449,196,7,Perform Administration duties in assigned zone area.,In Progress
1430,450,213,17,Perform Crowd Control duties in assigned zone area.,Completed
1431,487,232,4,Perform Crowd Control duties in assigned zone area.,In Progress
1432,1471,159,11,Perform Security duties in assigned zone area.,Absent
1433,1441,153,37,Perform Security duties in assigned zone area.,In Progress
1434,37,163,40,Perform Medical duties in assigned zone area.,In Progress
1435,651,238,34,Perform Administration duties in assigned zone area.,In Progress
1436,147,115,28,Perform Guest Services duties in assigned zone area.,Completed
1437,310,148,11,Perform Administration duties in assigned zone area.,Completed
1438,1270,191,7,Perform Medical duties in assigned zone area.,Scheduled
1439,6,206,36,Perform Guest Services duties in assigned zone area.,Completed
1440,1446,158,18,Perform Security duties in assigned zone area.,In Progress
1441,173,124,28,Perform Medical duties in assigned zone area.,Scheduled
1442,90,109,31,Perform Security duties in assigned zone area.,In Progress
1443,598,237,40,Perform Facilities duties in assigned zone area.,Completed
1444,853,171,11,Perform Facilities duties in assigned zone area.,Completed
1445,1086,194,33,Perform Security duties in assigned zone area.,In Progress
1446,401,177,31,Perform Security duties in assigned zone area.,Completed
1447,578,140,36,Perform Security duties in assigned zone area.,In Progress
1448,25,156,4,Perform Guest Services duties in assigned zone area.,In Progress
1449,624,206,20,Perform Medical duties in assigned zone area.,Completed
1450,1144,178,20,Perform Administration duties in assigned zone area.,Completed
1451,325,112,15,Perform Medical duties in assigned zone area.,In Progress
1452,435,228,16,Perform Guest Services duties in assigned zone area.,In Progress
1453,833,209,9,Perform Guest Services duties in assigned zone area.,Absent
1454,1409,174,26,Perform Guest Services duties in assigned zone area.,Completed
1455,824,247,36,Perform Facilities duties in assigned zone area.,Completed
1456,1122,155,24,Perform Medical duties in assigned zone area.,Completed
1457,1458,199,28,Perform Guest Services duties in assigned zone area.,In Progress
1458,631,187,40,Perform Facilities duties in assigned zone area.,In Progress
1459,893,143,24,Perform Security duties in assigned zone area.,Completed
1460,1127,209,10,Perform Medical duties in assigned zone area.,Scheduled
1461,632,108,13,Perform Medical duties in assigned zone area.,In Progress
1462,1078,126,1,Perform Facilities duties in assigned zone area.,Scheduled
1463,1245,224,27,Perform Facilities duties in assigned zone area.,Completed
1464,766,123,30,Perform Medical duties in assigned zone area.,Completed
1465,1000,124,27,Perform Crowd Control duties in assigned zone area.,Completed
1466,1052,113,9,Perform Medical duties in assigned zone area.,In Progress
1467,881,181,10,Perform Facilities duties in assigned zone area.,Completed
1468,1158,153,12,Perform Crowd Control duties in assigned zone area.,Scheduled
1469,852,246,15,Perform Medical duties in assigned zone area.,Completed
1470,1370,228,35,Perform Facilities duties in assigned zone area.,In Progress
1471,991,165,8,Perform Administration duties in assigned zone area.,In Progress
1472,1474,140,35,Perform Facilities duties in assigned zone area.,Scheduled
1473,202,211,13,Perform Security duties in assigned zone area.,Scheduled
1474,1495,124,16,Perform Crowd Control duties in assigned zone area.,Completed
1475,168,171,29,Perform Medical duties in assigned zone area.,In Progress
1476,289,154,1,Perform Security duties in assigned zone area.,In Progress
1477,1197,161,13,Perform Guest Services duties in assigned zone area.,Completed
1478,639,170,31,Perform Administration duties in assigned zone area.,In Progress
1479,1180,110,31,Perform Administration duties in assigned zone area.,Completed
1480,1464,227,31,Perform Administration duties in assigned zone area.,Completed
1481,1051,187,39,Perform Administration duties in assigned zone area.,In Progress
1482,742,129,11,Perform Security duties in assigned zone area.,In Progress
1483,825,216,8,Perform Crowd Control duties in assigned zone area.,Scheduled
1484,1475,203,2,Perform Guest Services duties in assigned zone area.,Scheduled
1485,827,229,37,Perform Medical duties in assigned zone area.,Completed
1486,1338,141,22,Perform Medical duties in assigned zone area.,Completed
1487,1312,104,18,Perform Guest Services duties in assigned zone area.,Completed
1488,230,207,22,Perform Administration duties in assigned zone area.,Completed
1489,693,246,8,Perform Medical duties in assigned zone area.,In Progress
1490,410,224,30,Perform Security duties in assigned zone area.,Absent
1491,237,190,24,Perform Facilities duties in assigned zone area.,Completed
1492,621,192,22,Perform Guest Services duties in assigned zone area.,Completed
1493,156,128,14,Perform Facilities duties in assigned zone area.,In Progress
1494,433,146,13,Perform Security duties in assigned zone area.,In Progress
1495,321,109,29,Perform Medical duties in assigned zone area.,In Progress
1496,1284,162,39,Perform Medical duties in assigned zone area.,Scheduled
1497,1145,128,29,Perform Medical duties in assigned zone area.,Completed
1498,1059,217,8,Perform Medical duties in assigned zone area.,In Progress
1499,1180,209,22,Perform Administration duties in assigned zone area.,In Progress
1500,1225,211,40,Perform Facilities duties in assigned zone area.,Completed
1501,125,172,29,Perform Crowd Control duties in assigned zone area.,Completed
1502,1443,141,29,Perform Facilities duties in assigned zone area.,Completed
1503,1340,129,2,Perform Crowd Control duties in assigned zone area.,In Progress
1504,442,198,18,Perform Guest Services duties in assigned zone area.,In Progress
1505,1358,145,33,Perform Medical duties in assigned zone area.,In Progress
1506,1310,151,3,Perform Medical duties in assigned zone area.,Completed
1507,162,171,28,Perform Facilities duties in assigned zone area.,Completed
1508,893,120,39,Perform Security duties in assigned zone area.,In Progress
1509,1175,202,23,Perform Security duties in assigned zone area.,Completed
1510,371,217,4,Perform Crowd Control duties in assigned zone area.,Completed
1511,448,133,16,Perform Guest Services duties in assigned zone area.,Completed
1512,279,203,10,Perform Security duties in assigned zone area.,In Progress
1513,475,182,34,Perform Administration duties in assigned zone area.,In Progress
1514,481,237,39,Perform Crowd Control duties in assigned zone area.,In Progress
1515,429,195,5,Perform Administration duties in assigned zone area.,Completed
1516,1155,135,23,Perform Facilities duties in assigned zone area.,In Progress
1517,1325,126,32,Perform Crowd Control duties in assigned zone area.,Completed
1518,1498,193,32,Perform Security duties in assigned zone area.,Completed
1519,1446,145,12,Perform Security duties in assigned zone area.,Completed
1520,674,131,35,Perform Security duties in assigned zone area.,Completed
1521,407,101,4,Perform Guest Services duties in assigned zone area.,In Progress
1522,1035,211,16,Perform Guest Services duties in assigned zone area.,Scheduled
